,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
11630,14DTV0279J,CONTINUO (TIEMPO COMPLETO),JUAN ESCUTIA,EMILIANO ZAPATA 11,124,EL SALVADOR,0,94,TEQUILA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,33,27,60,18,33,51,27,31,58,0,0,0,0,0,0,0,0,0,78,91,169,6,6,0,0,0,0,2,1,0,8
11631,14DTV0280Z,MATUTINO,EMILIANO ZAPATA,PRIVADA LAZARO CARDENAS 1,5,LA ESTANZUELA,0,95,TEUCHITLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,28,37,65,31,25,56,26,33,59,0,0,0,0,0,0,0,0,0,85,95,180,6,6,0,0,0,0,2,0,1,9
11632,14DTV0281Y,MATUTINO,BENITO JUAREZ,MOCTEZUMA 20,111,TEPANTLA,0,17,AYUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,4,9,15,6,21,9,6,15,0,0,0,0,0,0,0,0,0,29,16,45,3,3,0,0,0,0,1,1,0,4
11633,14DTV0282X,MATUTINO,JUAN ESCUTIA,GUERRERO 10,112,TEPOSPIZALOYA,0,17,AYUTLA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,3,7,9,2,11,5,5,10,0,0,0,0,0,0,0,0,0,18,10,28,3,3,0,0,0,0,1,1,0,4
11634,14DTV0284V,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,167,LA ESPERANZA (EL RANCHITO),0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,16,19,35,12,7,19,18,13,31,0,0,0,0,0,0,0,0,0,46,39,85,4,4,0,0,0,0,1,0,1,6
11635,14DTV0286T,MATUTINO,IGNACIO ALLENDE,CONOCIDO,28,CUACUALA,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,5,10,3,7,10,5,2,7,0,0,0,0,0,0,0,0,0,13,14,27,2,3,0,0,0,0,0,1,0,2
11636,14DTV0287S,MATUTINO,LAZARO CARDENAS,CONOCIDO,43,JUCHITLAN,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,16,15,31,14,5,19,7,9,16,0,0,0,0,0,0,0,0,0,37,29,66,3,3,0,0,0,0,0,1,0,3
11637,14DTV0289Q,MATUTINO,JOSE VASCONCELOS,20 DE NOVIEMBRE 2,59,LA VILLITA,0,6,AMECA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,7,11,3,3,6,3,4,7,0,0,0,0,0,0,0,0,0,10,14,24,2,3,0,0,0,0,0,1,0,2
11638,14DTV0291E,MATUTINO,AGUSTIN YAEZ,CONOCIDO,5,ATENQUIQUE,0,108,TUXPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,14,8,22,7,11,18,11,8,19,0,0,0,0,0,0,0,0,0,32,27,59,3,3,0,0,0,0,1,0,1,5
11639,14DTV0292D,CONTINUO (JORNADA AMPLIADA),VICENTE GUERRERO,CONOCIDO,26,GUADALUPE VICTORIA,0,64,OJUELOS DE JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,18,10,28,14,16,30,15,14,29,0,0,0,0,0,0,0,0,0,47,40,87,5,5,0,0,0,0,2,1,0,7
11640,14DTV0293C,MATUTINO,JUSTO SIERRA,MORELOS 92,30,SAN ANTONIO (SAN ANTONIO DE PADUA),0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,19,20,39,17,20,37,17,19,36,0,0,0,0,0,0,0,0,0,53,59,112,6,6,0,0,0,0,2,0,1,9
11641,14DTV0294B,MATUTINO,LAZARO CARDENAS,CALLE 5 1,10,EL COAHUAYOTE (EL ARCO),0,121,ZAPOTILTIC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,3,11,4,11,15,3,5,8,0,0,0,0,0,0,0,0,0,15,19,34,3,3,0,0,0,0,0,1,0,3
11642,14DTV0295A,MATUTINO,JAIME TORRES BODET,VIOLETA 10,31,SANTIAGUITO,0,5,AMATITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,25,19,44,12,15,27,10,11,21,0,0,0,0,0,0,0,0,0,47,45,92,4,4,0,0,0,0,0,1,0,4
11643,14DTV0296Z,MATUTINO,ADOLFO LOPEZ MATEOS,CONOCIDO,82,CAADA DE SAN IGNACIO,0,16,AYOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,8,21,11,13,24,13,9,22,0,0,0,0,0,0,0,0,0,37,30,67,3,3,0,0,0,0,0,1,0,3
11644,14DTV0297Z,MATUTINO,PEDRO MORENO,CONOCIDO,85,LA VENTA DE MOCHITILTIC,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,16,20,3,10,13,16,6,22,0,0,0,0,0,0,0,0,0,23,32,55,3,3,0,0,0,0,0,1,0,3
11645,14DTV0298Y,MATUTINO,BENITO JUAREZ,CONOCIDO,195,YERBABUENA,0,58,MASCOTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,6,11,10,5,15,7,9,16,0,0,0,0,0,0,0,0,0,22,20,42,3,3,0,0,0,0,0,1,0,3
11646,14DTV0299X,MATUTINO,NIOS HEROES,EMILIANO ZAPATA 141,120,PUENTECILLAS,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,8,1,9,4,5,9,0,0,0,0,0,0,0,0,0,18,10,28,3,3,0,0,0,0,0,1,0,3
11647,14DTV0300W,MATUTINO,ADOLFO LOPEZ MATEOS,16 DE SEPTIEMBRE 35,54,LA GLORIA,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,18,31,10,17,27,13,14,27,0,0,0,0,0,0,0,0,0,36,49,85,6,6,0,0,0,0,2,0,1,9
11648,14DTV0301V,MATUTINO,BENITO JUAREZ,CONOCIDO,66,LA CUESTA,0,84,TALPA DE ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,5,13,9,6,15,5,6,11,0,0,0,0,0,0,0,0,0,22,17,39,3,3,0,0,0,0,2,0,1,6
11649,14DTV0302U,MATUTINO,BENITO JUAREZ,CONOCIDO,165,LA MESA,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,3,8,2,4,6,4,5,9,0,0,0,0,0,0,0,0,0,11,12,23,2,3,0,0,0,0,0,1,0,2
11650,14DTV0303T,MATUTINO,BELISARIO DOMINGUEZ,BELISARIO DOMINGUEZ 14,41,SAN GASPAR,0,110,UNION DE TULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,7,1,8,3,6,9,4,8,12,0,0,0,0,0,0,0,0,0,14,15,29,3,3,0,0,0,0,0,1,0,3
11651,14DTV0304S,MATUTINO,JUAN DE LA BARRERA,MORELOS 120,8,SAN ANDRES,0,55,MAGDALENA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,19,19,38,26,14,40,19,14,33,0,0,0,0,0,0,0,0,0,64,47,111,6,6,0,0,0,0,2,0,1,9
11652,14DTV0305R,MATUTINO,BENITO JUAREZ,20 DE NOVIEMBRE,117,MIRANDILLAS,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,14,5,19,12,10,22,8,6,14,0,0,0,0,0,0,0,0,0,34,21,55,3,3,0,0,0,0,0,1,0,3
11653,14DTV0306Q,MATUTINO,PEDRO MORENO,CONOCIDO,261,SANTA MARIA DE ENMEDIO,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,4,9,5,10,15,12,9,21,0,0,0,0,0,0,0,0,0,22,23,45,3,3,0,0,0,0,0,1,0,3
11654,14DTV0307P,MATUTINO,BENITO JUAREZ,CONOCIDO,16,LOS ESPINOS,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,16,17,33,20,12,32,13,13,26,0,0,0,0,0,0,0,0,0,49,42,91,5,5,0,0,0,0,2,0,1,8
11655,14DTV0308O,MATUTINO,JUAN RULFO,CONOCIDO,11,LOS GONZALEZ,0,106,TUXCACUESCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,0,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,2,4,6,2,3,0,0,0,0,0,1,0,2
11656,14DTV0309N,MATUTINO,EMILIANO ZAPATA,CONOCIDO,251,SAN SEBASTIAN DEL ALAMO,0,35,ENCARNACION DE DIAZ,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,28,25,53,30,22,52,25,28,53,0,0,0,0,0,0,0,0,0,83,75,158,8,8,0,0,0,0,2,0,1,11
11657,14DTV0310C,MATUTINO,MANUEL LOPEZ COTILLA,CONOCIDO,92,EL REBALSITO DE APAZULCO,0,43,LA HUERTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,3,7,3,6,9,5,3,8,0,0,0,0,0,0,0,0,0,12,12,24,3,3,0,0,0,0,0,1,0,3
11658,14DTV0311B,MATUTINO,LUIS DONALDO COLOSIO MURRIETA,CONOCIDO,205,LA MAJADA,0,58,MASCOTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,12,17,8,6,14,10,11,21,0,0,0,0,0,0,0,0,0,23,29,52,3,3,0,0,0,0,2,1,0,5
11659,14DTV0312A,MATUTINO,EMILIANO ZAPATA,CONOCIDO,33,LA ESTANCIA DE LANDEROS (LA ESTANCIA),0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,8,16,4,6,10,9,5,14,0,0,0,0,0,0,0,0,0,21,19,40,3,3,0,0,0,0,0,1,0,3
11660,14DTV0313Z,MATUTINO,LAZARO CARDENAS DEL RIO,LOS PINOS 25,24,TATEPOSCO (SAN JOSE TATEPOSCO),0,24,COCULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,7,7,14,11,8,19,7,8,15,0,0,0,0,0,0,0,0,0,25,23,48,3,3,0,0,0,0,1,1,0,4
11661,14DTV0314Z,MATUTINO,MARIANO ESCOBEDO,CONOCIDO,91,MARIANO ESCOBEDO (LA GUADALUPE),0,69,QUITUPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,4,4,8,4,5,9,1,2,3,0,0,0,0,0,0,0,0,0,9,11,20,2,3,0,0,0,0,0,1,0,2
11662,14DTV0315Y,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,72,LA JOYA DEL SALTO (CAADA DEL SALTO),0,85,TAMAZULA DE GORDIANO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,1,1,2,2,4,4,3,7,0,0,0,0,0,0,0,0,0,6,6,12,2,3,0,0,0,0,0,1,0,2
11663,14DTV0316X,MATUTINO,CRISTOBAL COLON,CONOCIDO,29,UNION DE GUADALUPE,0,14,ATOYAC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,10,12,22,8,5,13,5,13,18,0,0,0,0,0,0,0,0,0,23,30,53,3,3,0,0,0,0,0,1,0,3
11664,14DTV0317W,MATUTINO,AGUSTIN YAEZ,CONOCIDO,20,LA LAGUNILLA,0,86,TAPALPA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,5,13,5,12,17,6,6,12,0,0,0,0,0,0,0,0,0,19,23,42,3,3,0,0,0,0,0,1,0,3
11665,14DTV0318V,CONTINUO (TIEMPO COMPLETO),ALVARO GALVEZ Y FUENTES,PROLONGACION VICENTE GUERRERO 375,1,TUXCUECA,DE LA CRUZ,107,TUXCUECA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,20,16,36,13,11,24,11,12,23,0,0,0,0,0,0,0,0,0,44,39,83,3,3,0,0,0,0,0,1,0,3
11666,14DTV0319U,MATUTINO,CUAUHTEMOC,CAMINO REAL,93,LOS PUENTES,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,7,12,19,12,11,23,10,6,16,0,0,0,0,0,0,0,0,0,29,29,58,5,5,0,0,0,0,1,0,1,7
11667,14DTV0320J,CONTINUO (TIEMPO COMPLETO),PEDRO BRAVO RUIZ,DURANGO 473,1,PUERTO VALLARTA,LA MOJONERA,67,PUERTO VALLARTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,33,13,46,26,23,49,25,19,44,0,0,0,0,0,0,0,0,0,84,55,139,7,7,0,0,0,0,3,0,1,11
11668,14DTV0321I,CONTINUO (TIEMPO COMPLETO),AMADO NERVO,CONSTITUCION,50,TEBELCHIA (EL ROBLE),0,67,PUERTO VALLARTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,4,17,7,3,10,2,5,7,0,0,0,0,0,0,0,0,0,22,12,34,3,3,0,0,0,0,0,1,0,3
11669,14DTV0322H,MATUTINO,NIOS HEROES,EMILIANO ZAPATA 9 B,4,EL MOLINO,0,50,JOCOTEPEC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,26,17,43,11,18,29,25,18,43,0,0,0,0,0,0,0,0,0,62,53,115,6,6,0,0,0,0,3,0,1,10
11670,14DTV0323G,MATUTINO,MANUEL DOBLADO,CONOCIDO,6,LA ATARJEA (ATARJEA),0,48,JESUS MARIA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,5,7,12,12,9,21,6,11,17,0,0,0,0,0,0,0,0,0,23,27,50,3,3,0,0,0,0,0,1,0,3
11671,14DTV0324F,MATUTINO,LEANDRO VALLE,CONOCIDO,52,LA TRINIDAD,0,125,SAN IGNACIO CERRO GORDO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,15,21,36,21,10,31,12,15,27,0,0,0,0,0,0,0,0,0,48,46,94,4,4,0,0,0,0,1,1,0,5
11672,14DTV0325E,MATUTINO,SANTOS DEGOLLADO,ENGELBERTO ARELLANO 375,186,MEZCALA,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,15,21,36,20,19,39,22,29,51,0,0,0,0,0,0,0,0,0,57,69,126,6,6,0,0,0,0,2,1,0,8
11673,14DTV0326D,MATUTINO,JUAN ALVAREZ,MADERO 127,205,OJO DE AGUA DE LATILLAS,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,19,23,42,18,16,34,12,15,27,0,0,0,0,0,0,0,0,0,49,54,103,5,5,0,0,0,0,2,0,1,8
11674,14DTV0327C,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,CONOCIDO,38,PUERTA DE AMOLERO (PUERTA DEL AIRE),0,74,SAN JULIAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,16,6,22,11,10,21,11,8,19,0,0,0,0,0,0,0,0,0,38,24,62,3,3,0,0,0,0,0,1,0,3
11675,14DTV0328B,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,150,LA TRINIDAD,0,91,TEOCALTICHE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,1,3,6,3,9,3,4,7,0,0,0,0,0,0,0,0,0,11,8,19,2,3,0,0,0,0,0,1,0,2
11676,14DTV0329A,MATUTINO,VICTORIANO SALADO ALVAREZ,CONOCIDO,113,EL SALITRE,0,91,TEOCALTICHE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,16,22,7,12,19,9,9,18,0,0,0,0,0,0,0,0,0,22,37,59,3,3,0,0,0,0,0,1,0,3
11677,14DTV0330Q,CONTINUO (TIEMPO COMPLETO),IGNACIO L VALLARTA,JUAREZ 8,139,NEXTIPAC,0,120,ZAPOPAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,35,29,64,34,33,67,23,29,52,0,0,0,0,0,0,0,0,0,92,91,183,6,6,0,0,0,0,3,1,0,9
11678,14DTV0331P,CONTINUO (TIEMPO COMPLETO),LUIS DONALDO COLOSIO MURRIETA,HIDALGO 90,50,MILPILLAS,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,24,16,40,15,17,32,17,10,27,0,0,0,0,0,0,0,0,0,56,43,99,6,6,0,0,0,0,2,1,0,8
11679,14DTV0332O,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,85,SAN JUAN DEL MONTE,0,29,CUQUIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,11,24,13,5,18,9,9,18,0,0,0,0,0,0,0,0,0,35,25,60,3,3,0,0,0,0,1,1,0,4
11680,14DTV0333N,MATUTINO,SOR JUANA INES DE LA CRUZ,LAZARO CARDENAS 30,16,CHILA,0,123,ZAPOTLAN DEL REY,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,7,20,10,17,27,5,16,21,0,0,0,0,0,0,0,0,0,28,40,68,4,4,0,0,0,0,1,1,0,5
11681,14DTV0334M,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,69,EL REFUGIO DE LOS BAJOS,0,13,ATOTONILCO EL ALTO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,11,16,27,17,8,25,15,9,24,0,0,0,0,0,0,0,0,0,43,33,76,6,6,0,0,0,0,0,1,0,6
11682,14DTV0335L,MATUTINO,FRANCISCO VILLA,CONOCIDO,69,TEPIZUAC (TEPIZOAC),0,31,CHIMALTITAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,13,14,27,6,14,20,8,9,17,0,0,0,0,0,0,0,0,0,27,37,64,3,3,0,0,0,0,0,1,0,3
11683,14DTV0336K,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,31,DOLORES,0,25,COLOTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,7,2,9,5,3,8,0,0,0,0,0,0,0,0,0,18,9,27,3,3,0,0,0,0,1,1,0,4
11684,14DTV0467C,MATUTINO,AMADO NERVO,CONOCIDO,103,LA VIBORA (VILLA DEL REFUGIO),0,33,DEGOLLADO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,1,2,3,3,5,8,1,3,4,0,0,0,0,0,0,0,0,0,5,10,15,3,3,0,0,0,0,0,1,0,3
11685,14DTV0468B,CONTINUO (TIEMPO COMPLETO),VICENTE GUERRERO,CONOCIDO,8,MISMALOYA,0,67,PUERTO VALLARTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,10,3,13,6,7,13,8,6,14,0,0,0,0,0,0,0,0,0,24,16,40,3,3,0,0,0,0,0,1,0,3
11686,14DTV0469A,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,35,IXTLAHUAHUEY,0,20,CABO CORRIENTES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,3,9,2,3,5,1,3,4,0,0,0,0,0,0,0,0,0,9,9,18,2,3,0,0,0,0,0,1,0,2
11687,14DTV0470Q,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,37,LAS JUNTAS Y LOS VERANOS,0,20,CABO CORRIENTES,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,10,18,16,10,26,10,5,15,0,0,0,0,0,0,0,0,0,34,25,59,3,3,0,0,0,0,0,1,0,3
11688,14DTV0471P,MATUTINO,AGUSTIN DE ITURBIDE,CONOCIDO,87,PUEBLITO SAN PABLO (EL PUEBLITO),0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,5,5,2,0,2,2,2,4,0,0,0,0,0,0,0,0,0,4,7,11,2,3,0,0,0,0,0,1,0,2
11689,14DTV0472O,MATUTINO,PRISCILIANO SANCHEZ,CONOCIDO,5,AMATANEJO,0,80,SAN SEBASTIAN DEL OESTE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,0,2,2,5,2,7,3,0,3,0,0,0,0,0,0,0,0,0,8,4,12,2,3,0,0,0,0,0,1,0,2
11690,14DTV0473N,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,16 DE SEPTIEMBRE 12,16,SAN JERONIMO (LOS BARBOSA),0,77,SAN MARTIN HIDALGO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,6,8,3,4,7,1,4,5,0,0,0,0,0,0,0,0,0,6,14,20,2,3,0,0,0,0,0,1,0,2
11691,14DTV0474M,MATUTINO,JUAN ALVAREZ,CONOCIDO,26,JAYAMITLA (COLMENAR),0,6,AMECA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,8,9,17,4,9,13,8,6,14,0,0,0,0,0,0,0,0,0,20,24,44,3,3,0,0,0,0,0,1,0,3
11692,14DTV0475L,MATUTINO,JOSE MARIA MORELOS Y PAVON,INDEPENDENCIA SUR 3,23,EL SAUCILLO,0,24,COCULA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,4,6,6,10,16,7,0,7,0,0,0,0,0,0,0,0,0,15,14,29,3,3,0,0,0,0,0,1,0,3
11693,14DTV0476K,MATUTINO,SOR JUANA INES DE LA CRUZ,LIBERTAD 1,3,AGUA ZARCA,0,62,MIXTLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,2,4,1,2,3,4,3,7,0,0,0,0,0,0,0,0,0,7,7,14,3,3,0,0,0,0,0,1,0,3
11694,14DTV0477J,MATUTINO,NIOS HEROES,CONOCIDO,53,CONCEPCION DEL BRAMADOR (LA CONCHA),0,84,TALPA DE ALLENDE,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,1,3,4,5,2,7,0,10,10,0,0,0,0,0,0,0,0,0,6,15,21,3,3,0,0,0,0,0,1,0,3
11695,14DTV0478I,CONTINUO (TIEMPO COMPLETO),ADOLFO RUIZ CORTINES,ADOLFO RUIZ CORTINES 303,14,EL COLORADO,0,67,PUERTO VALLARTA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,34,35,69,41,33,74,29,21,50,0,0,0,0,0,0,0,0,0,104,89,193,9,9,0,0,0,0,2,0,1,12
11696,14DTV0479H,MATUTINO,EL PIPILA,CONOCIDO,82,EL MAPACHE,0,100,TOMATLAN,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,4,10,2,6,8,5,6,11,0,0,0,0,0,0,0,0,0,13,16,29,2,3,0,0,0,0,0,1,0,2
11697,14DTV0480X,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,182,SEORITAS,0,124,ZAPOTLANEJO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,14,6,20,8,9,17,4,7,11,0,0,0,0,0,0,0,0,0,26,22,48,3,3,0,0,0,0,0,1,0,3
11698,14DTV0481W,MATUTINO,FRANCISCO J MUJICA,CONOCIDO,75,TEQUILILLA,0,1,ACATIC,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,3,6,7,3,10,2,4,6,0,0,0,0,0,0,0,0,0,12,10,22,2,3,0,0,0,0,0,1,0,2
11699,14DTV0482V,MATUTINO,MARIANO MATAMOROS,CONOCIDO,118,LA GLORIA,0,8,ARANDAS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,9,7,16,6,9,15,8,4,12,0,0,0,0,0,0,0,0,0,23,20,43,3,3,0,0,0,0,0,1,0,3
11700,14DTV0483U,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,41,LA LADRILLERA,0,125,SAN IGNACIO CERRO GORDO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,10,5,15,4,2,6,1,6,7,0,0,0,0,0,0,0,0,0,15,13,28,3,3,0,0,0,0,0,1,0,3
11701,14DTV0484T,MATUTINO,BELISARIO DOMINGUEZ,CONOCIDO,178,EL NOPAL,0,8,ARANDAS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,11,7,18,8,9,17,4,13,17,0,0,0,0,0,0,0,0,0,23,29,52,3,3,0,0,0,0,0,1,0,3
11702,14DTV0485S,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,95,QUELITAN,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,2,5,4,4,8,2,4,6,0,0,0,0,0,0,0,0,0,9,10,19,3,3,0,0,0,0,0,1,0,3
11703,14DTV0486R,MATUTINO,JOSE MARIA MORELOS Y PAVON,CONOCIDO,79,EL PASO DE GUADALUPE,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,10,13,3,7,10,9,7,16,0,0,0,0,0,0,0,0,0,15,24,39,3,3,0,0,0,0,0,1,0,3
11704,14DTV0487Q,MATUTINO,ANTIGUA GUADALAJARA,CONOCIDO,127,TACOTLAN (TLACOTAN),0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,6,8,14,11,8,19,3,4,7,0,0,0,0,0,0,0,0,0,20,20,40,3,3,0,0,0,0,0,1,0,3
11705,14DTV0488P,CONTINUO (TIEMPO COMPLETO),SOR JUANA INES DE LA CRUZ,LAZARO CARDENAS,23,LOMAS DE TEJEDA,0,97,TLAJOMULCO DE ZUIGA,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,78,66,144,63,73,136,63,67,130,0,0,0,0,0,0,0,0,0,204,206,410,12,12,0,0,0,0,2,0,1,15
11706,14DTV0489O,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,67,CUAUTITLAN,0,53,LAGOS DE MORENO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,12,13,25,15,14,29,9,15,24,0,0,0,0,0,0,0,0,0,36,42,78,3,3,0,0,0,0,0,1,0,3
11707,14DTV0490D,MATUTINO,JOSE CLEMENTE OROZCO,CONOCIDO,79,LA ESCONDIDA,0,53,LAGOS DE MORENO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,3,2,5,2,3,5,5,0,5,0,0,0,0,0,0,0,0,0,10,5,15,2,3,0,0,0,0,0,1,0,2
11708,14DTV0491C,CONTINUO (TIEMPO COMPLETO),JOSE MARIA MORELOS Y PAVON,CONOCIDO,39,MORENITOS,0,64,OJUELOS DE JALISCO,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,7,7,14,5,5,10,5,3,8,0,0,0,0,0,0,0,0,0,17,15,32,3,3,0,0,0,0,0,1,0,3
11709,14DTV0492B,CONTINUO (TIEMPO COMPLETO),GABRIELA MISTRAL,CONOCIDO,31,CASAS VIEJAS (AGUA BLANCA),0,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,10,12,22,7,17,24,9,15,24,0,0,0,0,0,0,0,0,0,26,44,70,3,3,0,0,0,0,0,1,0,3
11710,14DTV0493A,MATUTINO,MANUEL LOPEZ COTILLA,CONOCIDO,57,HALCONERO DE ABAJO,0,73,SAN JUAN DE LOS LAGOS,FEDERALIZADO,SECUNDARIA,TELESECUNDARIA,2,3,5,6,6,12,14,11,25,0,0,0,0,0,0,0,0,0,22,20,42,3,3,0,0,0,0,0,1,0,3
